,longitude,latitude,Postal_Code,Region,Province,Municipality,Price,Price_m2,Type_of_Property,Subtype_of_Property,State_of_the_Building,Number_of_Rooms,Living_Area,Fully_Equipped_Kitchen,Furnished,Open_fire,Terrace,Terrace_Area,Garden,Garden_Area,Number_of_Facades,Swimming_Pool,Disabled_Access,Lift
4355,4.375234148039785,50.87298266192055,1020,0,0,Bruxelles,685000,1851,0,HOUSE,6,4,250,1,0,0,1,35,1,120,2,0,0,0
4356,4.43799132057269,50.81019872509648,1160,0,0,Auderghem,235000,3916,1,APARTMENT,0,1,60,0,1,0,1,10,0,0,3,0,0,1
4357,4.444164020555327,50.86860468071333,1932,2,6,Zaventem,280000,3333,1,APARTMENT,6,2,84,0,0,0,1,10,0,0,2,1,0,1
4358,3.8691914611452813,50.75631465402039,9500,2,9,Geraardsbergen,160000,1088,0,HOUSE,3,4,147,0,0,0,1,22,0,0,2,0,0,0
4359,2.9773784952722453,51.23671218246712,8450,2,10,Bredene,253000,4080,1,APARTMENT,6,2,62,0,0,0,1,2,0,0,2,0,0,1
4360,2.8368380598056255,51.17815500112932,8430,2,10,Middelkerke,199000,4422,1,APARTMENT,6,1,45,0,0,0,1,3,0,0,2,0,1,1
4363,5.535060559845203,50.629837917805894,4420,1,7,Saint-Nicolas,280000,872,0,HOUSE,6,3,161,0,0,0,1,55,1,160,4,0,0,0
4364,4.940164879461028,51.3289645417869,2300,2,8,Turnhout,199000,2487,1,APARTMENT,6,2,80,0,0,0,1,2,0,0,2,0,0,0
4365,4.428578360497885,50.93012891009888,1800,2,6,Vilvoorde,270000,1687,0,HOUSE,6,2,160,0,0,0,1,10,0,0,2,0,0,0
4366,5.508048762890354,50.58496196593964,4100,1,7,Seraing,225000,1442,0,HOUSE,0,3,156,0,0,0,1,30,0,0,3,0,0,0
4367,3.720262345300755,51.053260703972086,9000,2,9,Gent,459000,4882,1,APARTMENT,5,2,94,1,0,0,1,13,0,0,2,0,0,1
4368,4.35823745489421,50.692382997024126,1420,1,3,Braine-l'Alleud,650000,1382,0,VILLA,5,4,220,0,0,0,1,50,1,250,4,0,0,0
4369,3.14160121764503,51.29837935392511,8370,2,10,Blankenberge,295000,3470,1,APARTMENT,0,2,85,0,0,0,1,11,0,0,2,0,0,1
4371,5.611734922005852,50.71149221666199,4680,1,7,Oupeye,269000,2445,0,HOUSE,2,2,80,0,0,0,1,25,1,30,3,0,0,0
4372,4.309447398997361,50.87440457885052,1083,0,0,Ganshoren,199000,2397,1,APARTMENT,6,2,83,1,0,0,1,8,0,0,2,0,0,1
4375,4.156645019474472,51.16368187628335,9100,2,9,Sint-Niklaas,258000,2835,1,APARTMENT,6,2,91,0,0,1,1,8,0,0,2,0,0,1
4377,4.361370487792108,50.78987082854528,1180,0,0,Uccle,660000,3646,1,APARTMENT,6,3,181,1,0,0,1,7,0,0,2,0,0,1
4379,4.377065860435231,50.822325604082295,1050,0,0,Ixelles,325000,4924,1,APARTMENT,5,1,66,1,0,0,1,5,0,0,2,0,1,1
4380,4.43799132057269,50.81019872509648,1160,0,0,Auderghem,595000,3198,0,HOUSE,6,3,126,1,0,0,1,16,1,60,2,0,0,0
4381,4.321383766329789,50.881720021988286,1090,0,0,Jette,335000,2658,1,APARTMENT,6,3,111,1,0,0,1,15,1,15,2,0,1,1
4382,2.7761610348929397,51.15486680637328,8434,2,10,Middelkerke,339000,5215,1,APARTMENT,2,2,65,0,1,0,1,4,0,0,2,0,0,1
4384,4.431541527426499,50.84789153612173,1200,0,0,Woluwe-Saint-Lambert,335000,3350,1,APARTMENT,6,2,100,0,0,0,1,11,0,0,2,0,0,1
4385,4.186788555395837,50.909272565714325,1730,2,6,Asse,319000,2900,1,DUPLEX,2,2,110,1,0,1,1,11,0,0,2,0,0,0
4387,5.638561209383813,50.639959100598105,4020,1,7,Liège,495000,3093,1,APARTMENT,5,3,160,1,0,0,1,16,0,0,3,0,0,1
4389,5.577531125648646,50.59185028437595,4000,1,7,Liège,179000,1504,1,APARTMENT,6,3,119,0,0,0,1,21,0,0,2,0,0,1
4390,4.047007532896995,50.941780843882924,9300,2,9,Aalst,238000,2125,1,APARTMENT,6,2,112,0,0,1,1,12,0,0,2,0,0,1
4394,4.387893089723031,51.16429714238415,2610,2,8,Antwerpen,185000,5285,1,FLAT_STUDIO,2,1,35,0,0,0,1,4,0,0,2,0,0,1
4396,3.6770404444377904,51.020835067310294,9051,2,9,Gent,150000,2419,1,APARTMENT,6,1,62,0,0,0,1,5,0,0,4,0,1,1
4399,4.43799132057269,50.81019872509648,1160,0,0,Auderghem,498000,4446,1,APARTMENT,5,2,112,1,0,0,1,9,0,0,2,0,1,1
4401,3.720262345300755,51.053260703972086,9000,2,9,Gent,375000,2500,0,HOUSE,3,4,150,0,0,0,1,12,0,0,2,0,0,0
4402,4.324177215886155,50.814084975691195,1190,0,0,Forest,364000,3008,1,APARTMENT,5,3,121,1,0,0,1,8,0,0,2,0,1,1
4403,4.375234148039785,50.87298266192055,1120,0,0,Bruxelles,324000,3240,1,APARTMENT,6,3,100,1,0,0,1,4,0,0,3,0,1,1
4404,3.331958012765075,51.346651571344495,8300,2,10,Knokke-Heist,295000,8676,1,FLAT_STUDIO,4,0,34,0,0,0,1,4,0,0,2,0,0,1
4405,5.577531125648646,50.59185028437595,4000,1,7,Liège,160000,1839,1,APARTMENT,6,2,87,0,0,0,1,3,0,0,3,0,0,1
4407,4.292904442200332,50.828980275263795,1070,0,0,Anderlecht,139000,2074,1,APARTMENT,6,1,67,0,0,0,1,6,0,0,2,0,0,1
4409,5.497986977613582,50.61819164237959,4101,1,7,Seraing,299000,1868,0,HOUSE,5,4,140,0,0,0,1,50,1,20,3,0,1,0
4410,4.444865773892291,51.2119968157408,2140,2,8,Antwerpen,340000,2741,1,APARTMENT,0,2,124,0,0,0,1,16,0,0,2,0,0,1
4411,5.638561209383813,50.639959100598105,4020,1,7,Liège,99000,397,0,APARTMENT_BLOCK,4,3,109,0,0,0,1,14,1,140,2,0,0,0
4412,4.377065860435231,50.822325604082295,1050,0,0,Ixelles,375000,3750,1,APARTMENT,6,2,100,0,0,0,1,5,0,0,2,0,0,1
4413,5.577531125648646,50.59185028437595,4000,1,7,Liège,210000,1826,0,HOUSE,6,3,114,0,0,0,1,18,1,1,2,0,0,0
4415,4.431541527426499,50.84789153612173,1200,0,0,Woluwe-Saint-Lambert,425000,3541,1,APARTMENT,6,2,120,0,0,0,1,6,0,0,2,0,0,1
4416,4.376134025032607,51.248447820724365,2020,2,8,Antwerpen,199000,1913,1,APARTMENT,5,2,104,0,0,0,1,2,0,0,2,0,0,1
4417,4.361370487792108,50.78987082854528,1180,0,0,Uccle,433352,3975,1,APARTMENT,5,3,109,1,0,0,1,4,0,0,2,0,1,1
4419,5.181064535082792,50.49945695953772,4500,1,7,Huy,229000,2544,1,APARTMENT,6,2,90,0,0,0,1,7,0,0,2,0,0,1
4420,5.430129978484226,50.593410925357574,4400,1,7,Flémalle,345000,498,0,HOUSE,2,3,112,0,0,0,1,21,1,580,3,0,0,0
4421,4.377065860435231,50.822325604082295,1000,0,0,Ixelles,269000,3842,1,APARTMENT,6,2,70,0,1,0,1,10,0,0,2,0,0,1
4422,4.377065860435231,50.822325604082295,1000,0,0,Ixelles,499000,6160,1,APARTMENT,6,1,81,0,0,0,1,9,0,0,2,0,0,1
4423,5.577531125648646,50.59185028437595,4000,1,7,Liège,229000,2489,1,APARTMENT,6,3,92,1,0,0,1,2,0,0,2,0,1,1
4424,5.638561209383813,50.639959100598105,4020,1,7,Liège,239000,1636,0,APARTMENT_BLOCK,6,3,146,0,0,0,1,10,0,0,2,0,0,0
4426,4.38605713534583,50.861805515601496,1030,0,0,Schaerbeek,435000,2843,1,APARTMENT,4,4,145,0,0,0,1,3,1,8,2,0,0,0
4429,5.528168774947655,50.65833644138832,4430,1,7,Ans,209900,1499,0,HOUSE,6,3,100,0,0,0,1,20,1,40,2,0,0,0
4433,4.471344481505892,50.845386982127444,1950,2,6,Kraainem,425000,1268,0,HOUSE,6,3,135,0,0,0,1,7,1,200,3,0,0,0
4434,4.279490957617121,50.90119406509116,1731,2,6,Asse,209000,2271,1,APARTMENT,4,2,92,0,0,0,1,10,0,0,3,0,0,0
4435,5.611819695855508,50.62614473189009,4030,1,7,Liège,119000,1091,1,APARTMENT,3,2,109,0,0,0,1,33,0,0,2,0,0,0
4436,4.431541527426499,50.84789153612173,1200,0,0,Woluwe-Saint-Lambert,295000,3641,1,APARTMENT,3,2,81,0,0,0,1,13,0,0,2,0,1,1
4437,3.7694068345287524,51.06701435001319,9040,2,9,Gent,542000,4406,1,APARTMENT,6,3,123,0,0,0,1,25,0,0,2,0,0,0
4439,4.375234148039785,50.87298266192055,1020,0,0,Bruxelles,347000,3043,1,APARTMENT,5,2,114,1,0,0,1,11,0,0,2,0,1,0
4440,4.377065860435231,50.822325604082295,1000,0,0,Ixelles,375000,2500,1,APARTMENT,6,1,150,1,0,0,1,60,0,0,2,0,0,1
4445,4.292904442200332,50.828980275263795,1070,0,0,Anderlecht,220000,2933,1,APARTMENT,6,2,75,0,0,0,1,3,0,0,2,0,0,1
4446,5.623582074795952,50.614135660989234,4032,1,7,Liège,109000,858,0,HOUSE,6,3,127,0,0,0,1,25,0,0,2,0,0,0
4448,4.468101716569333,51.03007676437425,2800,2,8,Mechelen,259500,2948,1,APARTMENT,5,2,88,0,0,0,1,8,0,0,2,0,0,0
4449,5.611819695855508,50.62614473189009,4030,1,7,Liège,175000,1446,0,HOUSE,6,2,85,0,0,0,1,15,1,36,2,0,0,0
4450,4.361370487792108,50.78987082854528,1180,0,0,Uccle,700000,3589,1,APARTMENT,6,3,195,0,0,0,1,45,0,0,3,0,0,1
4451,3.720262345300755,51.053260703972086,9000,2,9,Gent,310000,3827,1,APARTMENT,6,2,81,1,0,0,1,10,0,0,2,0,0,1
4453,4.584311991418305,50.67146356031946,1340,1,3,Ottignies-Louvain-la-Neuve,375000,684,0,HOUSE,6,3,140,0,0,0,1,25,1,408,4,0,0,0
4456,2.5945876048058936,51.0704142079429,8660,2,10,De Panne,164000,4685,1,APARTMENT,6,1,35,0,0,0,1,6,0,0,2,0,1,1
4457,4.376134025032607,51.248447820724365,2000,2,8,Antwerpen,685000,4756,1,APARTMENT,5,2,144,0,0,0,1,10,0,0,2,0,0,1
4461,3.331958012765075,51.346651571344495,8300,2,10,Knokke-Heist,815000,10723,1,APARTMENT,2,3,76,1,0,0,1,5,0,0,2,0,0,1
4462,4.46823712928013,51.215898155997046,2100,2,8,Antwerpen,239000,3186,1,GROUND_FLOOR,6,1,75,0,0,0,1,13,0,0,2,0,0,0
4466,3.331958012765075,51.346651571344495,8300,2,10,Knokke-Heist,1050000,8606,1,DUPLEX,5,2,122,1,0,0,1,30,0,0,2,0,0,1
4467,4.691098755030863,50.85734711667344,3000,2,6,Leuven,349000,3877,1,APARTMENT,0,2,90,0,0,0,1,5,0,0,2,0,0,1
4468,4.444164020555327,50.86860468071333,1932,2,6,Zaventem,359000,1961,0,HOUSE,3,3,155,0,0,0,1,28,1,28,2,0,0,0
4470,4.377065860435231,50.822325604082295,1000,0,0,Ixelles,375000,3409,1,APARTMENT,6,2,110,1,0,0,1,13,0,0,2,0,1,1
4473,2.920364240174513,51.204054302137884,8400,2,10,Oostende,189000,2197,1,APARTMENT,3,2,86,0,0,0,1,2,0,0,2,0,0,1
4474,4.468101716569333,51.03007676437425,2800,2,8,Mechelen,425000,3483,0,HOUSE,2,4,122,0,0,0,1,20,0,0,2,0,0,0
4475,3.6075931433164605,50.749709459509745,9600,2,9,Renaix,229000,339,0,HOUSE,6,4,175,0,0,0,1,15,1,500,3,0,0,0
4476,3.746326283353625,50.99390732762893,9820,2,9,Merelbeke,169000,3930,1,APARTMENT,3,1,43,0,0,0,1,18,0,0,3,0,0,1
4477,4.377065860435231,50.822325604082295,1050,0,0,Ixelles,420000,4565,1,DUPLEX,6,2,92,1,1,0,1,26,0,0,3,0,0,1
4479,4.431973220636266,51.19213330584189,2600,2,8,Antwerpen,325000,4166,1,APARTMENT,2,2,78,0,0,0,1,4,0,0,2,0,0,0
4480,5.638561209383813,50.639959100598105,4020,1,7,Liège,245000,2784,1,APARTMENT,6,2,88,0,0,0,1,23,0,0,2,0,0,1
4482,4.327273956190343,50.591388384222846,1400,1,3,Nivelles,475000,1102,0,VILLA,5,3,152,1,0,0,1,14,1,279,4,0,0,0
4484,4.4304552890543425,51.28352081368884,2180,2,8,Antwerpen,359000,1242,1,APARTMENT,6,1,109,0,0,0,1,30,1,180,2,0,1,0
4486,4.292904442200332,50.828980275263795,1070,0,0,Anderlecht,485000,1133,0,HOUSE,4,5,268,0,0,0,1,16,1,160,2,0,0,0
4487,4.377065860435231,50.822325604082295,1000,0,0,Ixelles,345000,5149,1,APARTMENT,5,2,67,1,0,0,1,6,0,0,2,0,1,1
4488,4.186788555395837,50.909272565714325,1730,2,6,Asse,175000,3181,1,APARTMENT,5,1,55,1,0,0,1,13,0,0,2,0,0,1
4489,4.431973220636266,51.19213330584189,2600,2,8,Antwerpen,175000,1944,1,APARTMENT,3,2,90,0,0,0,1,12,0,0,2,0,0,1
4490,4.46823712928013,51.215898155997046,2100,2,8,Antwerpen,175000,1988,1,APARTMENT,3,2,88,0,0,0,1,10,0,0,4,0,0,1
4492,4.444865773892291,51.2119968157408,2140,2,8,Antwerpen,249000,2490,1,APARTMENT,6,3,100,0,0,0,1,4,0,0,2,0,0,1
4494,4.377065860435231,50.822325604082295,1000,0,0,Ixelles,425000,2560,0,HOUSE,4,4,166,0,0,0,1,8,0,0,2,0,0,0
4495,4.510708348249879,50.85654613816079,1933,2,6,Zaventem,799000,3648,1,APARTMENT,5,2,159,0,0,1,1,25,1,60,4,0,1,1
4496,3.8707194000984635,51.00236028375542,9230,2,9,Wetteren,330000,2820,1,APARTMENT,0,2,117,0,0,0,1,19,0,0,2,0,0,1
4497,4.609958977641858,50.72477661519289,1300,1,3,Wavre,515000,391,0,HOUSE,3,3,216,0,0,1,1,67,1,1100,4,0,0,0
4498,4.431973220636266,51.19213330584189,2600,2,8,Antwerpen,397000,4511,1,APARTMENT,2,2,88,0,0,0,1,6,0,0,2,0,0,0
4499,4.375234148039785,50.87298266192055,1020,0,0,Bruxelles,319000,3009,1,APARTMENT,5,2,106,1,0,0,1,12,0,0,2,0,1,1
4500,3.276541129725285,50.81548648715903,8500,2,10,Kortrijk,492000,4241,1,APARTMENT,5,2,116,0,0,0,1,55,0,0,2,0,0,1
4501,4.43799132057269,50.81019872509648,1160,0,0,Auderghem,285000,2908,1,APARTMENT,3,2,98,0,0,0,1,8,0,0,4,0,1,1
4502,4.292904442200332,50.828980275263795,1070,0,0,Anderlecht,279000,2657,1,APARTMENT,5,2,105,0,0,0,1,16,0,0,2,0,0,1
4503,5.577531125648646,50.59185028437595,4000,1,7,Liège,395000,2548,1,GROUND_FLOOR,6,2,155,0,0,0,1,16,0,0,3,0,0,1
4505,4.854539162275639,50.457759547420494,5000,1,1,Namur,269000,3127,1,APARTMENT,6,2,86,0,0,0,1,12,0,0,2,0,1,1
4508,3.772807392554319,51.103064477304066,9041,2,9,Gent,698000,983,0,HOUSE,6,3,210,0,0,0,1,40,1,500,3,0,0,0
4509,4.899775924422468,50.41121198572444,5100,1,1,Namur,325000,1710,1,APARTMENT,6,2,190,0,0,0,1,54,0,0,2,0,0,0
4511,4.38605713534583,50.861805515601496,1030,0,0,Schaerbeek,300000,1724,1,DUPLEX,4,4,174,0,0,0,1,13,0,0,3,0,0,0
4512,4.375234148039785,50.87298266192055,1040,0,0,Bruxelles,875000,4679,1,PENTHOUSE,2,2,187,1,0,0,1,25,0,0,2,0,0,1
4513,5.181064535082792,50.49945695953772,4500,1,7,Huy,265000,516,1,APARTMENT,0,2,116,0,0,0,1,11,1,397,2,0,1,1
4514,4.349449465701912,51.17680075275425,2660,2,8,Antwerpen,229000,2290,1,APARTMENT,5,3,100,0,0,0,1,26,0,0,2,0,0,0
4516,4.327273956190343,50.591388384222846,1400,1,3,Nivelles,449000,284,0,HOUSE,6,4,177,0,0,0,1,30,1,1400,4,0,1,0
4521,3.611088262898648,50.848018865686875,9700,2,9,Oudenaarde,463000,4061,1,APARTMENT,6,2,114,0,0,0,1,16,0,0,2,0,0,1
4524,4.471344481505892,50.845386982127444,1950,2,6,Kraainem,346500,5330,1,SERVICE_FLAT,5,1,65,1,0,0,1,10,0,0,2,0,1,1
4525,4.376134025032607,51.248447820724365,2020,2,8,Antwerpen,249000,2621,1,APARTMENT,6,2,95,0,0,0,1,2,0,0,2,0,0,0
4527,4.43799132057269,50.81019872509648,1160,0,0,Auderghem,625000,1888,0,HOUSE,5,3,176,1,0,0,1,34,1,155,2,0,0,0
4529,4.361370487792108,50.78987082854528,1180,0,0,Uccle,450000,4500,1,APARTMENT,5,2,100,1,0,0,1,10,0,0,2,1,0,1
4530,4.899775924422468,50.41121198572444,5100,1,1,Namur,450000,1730,0,MIXED_USE_BUILDING,6,4,260,0,0,0,1,1,0,0,2,0,0,0
4531,5.577531125648646,50.59185028437595,4000,1,7,Liège,199000,2211,1,APARTMENT,6,2,90,0,0,0,1,8,0,0,2,0,1,1
4532,4.46823712928013,51.215898155997046,2100,2,8,Antwerpen,394000,1774,0,APARTMENT_BLOCK,4,4,222,0,0,0,1,30,0,0,2,0,0,0
4534,4.376134025032607,51.248447820724365,2000,2,8,Antwerpen,650000,5963,1,APARTMENT,5,2,109,1,0,0,1,11,0,0,4,0,1,1
4538,4.361370487792108,50.78987082854528,1180,0,0,Uccle,595000,4576,1,DUPLEX,5,2,130,0,0,0,1,16,0,0,2,0,1,1
4539,4.46823712928013,51.215898155997046,2100,2,8,Antwerpen,248000,2725,1,APARTMENT,6,3,91,0,0,0,1,2,0,0,2,0,0,0
4540,5.181064535082792,50.49945695953772,4500,1,7,Huy,229000,3318,1,APARTMENT,6,2,69,0,0,0,1,10,0,0,2,0,0,1
4541,4.377065860435231,50.822325604082295,1000,0,0,Ixelles,415000,3373,1,APARTMENT,6,1,123,0,0,0,1,5,0,0,2,0,1,1
4544,4.377065860435231,50.822325604082295,1000,0,0,Ixelles,545000,3011,1,APARTMENT,6,4,181,1,0,0,1,10,0,0,2,0,0,0
4546,3.720262345300755,51.053260703972086,9000,2,9,Gent,745000,4901,1,APARTMENT,5,1,152,0,0,0,1,30,0,0,2,0,0,1
4548,3.331958012765075,51.346651571344495,8300,2,10,Knokke-Heist,625000,5681,1,PENTHOUSE,5,2,110,1,0,0,1,10,0,0,2,0,0,1
4549,4.318418678989754,50.85522961973389,1080,0,0,Molenbeek-Saint-Jean,247000,3012,1,GROUND_FLOOR,5,1,82,1,0,0,1,21,0,0,2,0,1,0
4550,3.772807392554319,51.103064477304066,9041,2,9,Gent,297000,3375,1,APARTMENT,5,2,88,1,0,0,1,10,0,0,2,0,0,1
4552,4.35823745489421,50.692382997024126,1420,1,3,Braine-l'Alleud,449000,498,0,VILLA,6,3,145,0,0,0,1,30,1,756,4,0,1,0
4553,4.43799132057269,50.81019872509648,1160,0,0,Auderghem,319000,3288,1,APARTMENT,3,2,97,0,0,0,1,2,0,0,2,0,0,0
4554,5.380064364430568,49.966023829437134,6800,1,4,Libramont-Chevigny,269000,2223,1,APARTMENT,2,3,121,1,0,0,1,40,0,0,2,0,0,0
4555,4.609958977641858,50.72477661519289,1300,1,3,Wavre,325000,485,0,BUNGALOW,6,2,100,0,0,0,1,130,1,570,4,0,0,0
4556,5.3539234872135655,50.93340823156662,3500,2,2,Hasselt,215000,2866,1,APARTMENT,6,2,75,0,0,0,1,2,0,0,3,0,0,1
4558,4.376134025032607,51.248447820724365,2018,2,8,Antwerpen,635000,3175,1,DUPLEX,0,4,200,1,0,0,1,65,0,0,2,0,0,0
4559,4.361370487792108,50.78987082854528,1180,0,0,Uccle,699000,2049,0,MIXED_USE_BUILDING,6,4,286,1,0,0,1,20,1,55,2,0,0,0
4560,4.327273956190343,50.591388384222846,1400,1,3,Nivelles,350000,1458,0,HOUSE,3,4,180,0,0,0,1,8,1,60,2,0,0,0
4562,5.497986977613582,50.61819164237959,4101,1,7,Seraing,230000,793,0,HOUSE,5,3,140,1,0,0,1,120,1,150,3,0,1,0
4564,4.292904442200332,50.828980275263795,1070,0,0,Anderlecht,199990,2020,1,APARTMENT,3,3,99,0,0,0,1,7,0,0,3,0,1,1
4565,4.324177215886155,50.814084975691195,1190,0,0,Forest,199000,3553,1,FLAT_STUDIO,0,0,46,1,0,0,1,3,1,10,2,0,1,1
4566,4.431973220636266,51.19213330584189,2600,2,8,Antwerpen,399000,4483,1,APARTMENT,2,2,89,0,0,0,1,7,0,0,2,0,0,0
4568,4.736791897843723,50.88954206447257,3010,2,6,Leuven,245000,3024,1,APARTMENT,4,2,81,0,0,0,1,2,0,0,2,0,0,0
4570,4.387893089723031,51.16429714238415,2610,2,8,Antwerpen,185000,2176,1,APARTMENT,0,2,85,0,0,0,1,5,0,0,2,0,0,0
4574,4.940164879461028,51.3289645417869,2300,2,8,Turnhout,217000,3056,1,APARTMENT,0,1,71,0,0,0,1,7,0,0,3,0,0,1
4576,4.854539162275639,50.457759547420494,5000,1,1,Namur,249000,3036,1,APARTMENT,6,3,82,0,0,0,1,4,0,0,2,0,0,0
4577,4.431973220636266,51.19213330584189,2600,2,8,Antwerpen,225000,2472,1,APARTMENT,6,2,91,0,0,0,1,11,0,0,3,0,0,1
4578,4.376134025032607,51.248447820724365,2018,2,8,Antwerpen,369000,2905,1,DUPLEX,5,2,97,1,0,0,1,30,1,30,2,0,0,0
4581,3.746326283353625,50.99390732762893,9820,2,9,Merelbeke,285000,3518,1,APARTMENT,0,2,81,0,0,0,1,13,0,0,2,0,0,0
4583,4.431541527426499,50.84789153612173,1200,0,0,Woluwe-Saint-Lambert,465000,3576,1,APARTMENT,0,3,130,0,0,1,1,13,0,0,2,0,0,1
4585,3.2588654806261412,51.31166474283851,8301,2,10,Knokke-Heist,925000,9343,1,APARTMENT,6,2,99,1,0,0,1,16,0,0,2,0,0,1
4586,4.468101716569333,51.03007676437425,2800,2,8,Mechelen,418000,4543,1,APARTMENT,5,1,92,0,0,0,1,27,0,0,3,0,0,1
4588,5.3539234872135655,50.93340823156662,3500,2,2,Hasselt,695000,2957,1,PENTHOUSE,5,2,235,1,0,0,1,20,0,0,2,0,0,1
4589,4.376134025032607,51.248447820724365,2000,2,8,Antwerpen,525000,4101,1,DUPLEX,5,3,128,0,0,0,1,10,0,0,2,0,0,1
4592,4.443103143199102,50.83109966996703,1150,0,0,Woluwe-Saint-Pierre,395000,4647,1,APARTMENT,5,2,85,1,0,0,1,4,0,0,2,0,0,1
4595,4.292904442200332,50.828980275263795,1070,0,0,Anderlecht,249000,2964,1,APARTMENT,6,2,84,0,0,0,1,2,0,0,2,0,1,1
4596,4.292904442200332,50.828980275263795,1070,0,0,Anderlecht,199000,2341,1,APARTMENT,0,2,85,0,0,0,1,16,0,0,2,0,0,1
4597,5.611734922005852,50.71149221666199,4680,1,7,Oupeye,249000,1439,0,HOUSE,6,3,100,0,0,0,1,25,1,73,3,0,0,0
4599,2.920364240174513,51.204054302137884,8400,2,10,Oostende,230000,2323,1,APARTMENT,3,2,99,0,0,0,1,2,0,0,2,0,0,1
4600,2.920364240174513,51.204054302137884,8400,2,10,Oostende,230000,2705,1,APARTMENT,6,2,85,0,0,0,1,7,0,0,2,0,0,1
4601,4.561792200549251,51.13160180554329,2500,2,8,Lier,280000,2616,1,DUPLEX,5,4,107,0,0,0,1,3,0,0,2,0,0,0
4602,4.940164879461028,51.3289645417869,2300,2,8,Turnhout,296900,3298,1,APARTMENT,0,2,90,0,0,0,1,20,0,0,2,0,0,1
4603,4.431541527426499,50.84789153612173,1200,0,0,Woluwe-Saint-Lambert,249000,3557,1,APARTMENT,6,1,70,1,0,0,1,5,0,0,2,0,0,0
4604,4.428578360497885,50.93012891009888,1800,2,6,Vilvoorde,370000,2418,0,HOUSE,0,4,123,1,0,0,1,20,1,30,2,0,0,0
4606,5.577531125648646,50.59185028437595,4000,1,7,Liège,30000,319,1,APARTMENT,5,2,94,0,0,0,1,1,0,0,2,0,1,1
4607,4.047007532896995,50.941780843882924,9300,2,9,Aalst,299000,2577,1,APARTMENT,6,2,116,0,0,0,1,7,0,0,2,0,0,1
4609,4.940164879461028,51.3289645417869,2300,2,8,Turnhout,265000,2912,1,GROUND_FLOOR,5,2,91,0,0,0,1,10,0,0,2,0,1,1
4610,3.611088262898648,50.848018865686875,9700,2,9,Oudenaarde,300000,3370,1,APARTMENT,5,2,89,1,0,0,1,8,0,0,2,0,0,0
4611,3.2588654806261412,51.31166474283851,8301,2,10,Knokke-Heist,1190000,12395,1,APARTMENT,6,2,96,0,1,0,1,10,0,0,2,0,0,1
4612,4.443103143199102,50.83109966996703,1150,0,0,Woluwe-Saint-Pierre,335000,4785,1,APARTMENT,5,2,70,0,0,0,1,6,0,0,2,0,0,0
4613,4.292904442200332,50.828980275263795,1070,0,0,Anderlecht,310000,2000,1,GROUND_FLOOR,6,3,120,0,0,0,1,27,1,35,2,0,1,1
4614,4.691098755030863,50.85734711667344,3000,2,6,Leuven,560000,5600,1,APARTMENT,5,3,100,0,0,0,1,16,0,0,2,0,0,1
4615,4.444865773892291,51.2119968157408,2140,2,8,Antwerpen,289900,1666,1,APARTMENT,6,3,174,0,0,0,1,12,0,0,2,0,0,0
4616,4.408236007087518,50.87001921742844,1140,0,0,Evere,275000,6250,1,FLAT_STUDIO,5,1,44,0,1,0,1,9,0,0,2,0,1,1
4617,4.444164020555327,50.86860468071333,1932,2,6,Zaventem,145000,3536,1,FLAT_STUDIO,5,0,41,1,0,0,1,4,0,0,4,0,1,1
4619,4.377065860435231,50.822325604082295,1050,0,0,Ixelles,199000,3262,1,DUPLEX,4,1,61,0,0,0,1,20,0,0,2,0,0,0
4620,5.508048762890354,50.58496196593964,4100,1,7,Seraing,218000,807,0,HOUSE,6,3,175,0,0,0,1,32,1,95,2,0,0,0
4621,4.324177215886155,50.814084975691195,1190,0,0,Forest,309000,3252,1,APARTMENT,5,2,95,0,0,0,1,4,0,0,2,0,1,1
4623,5.42914187160935,50.64214218719312,4460,1,7,Grâce-Hollogne,440000,747,0,HOUSE,0,5,249,0,0,0,1,40,1,340,4,0,0,0
4624,4.377065860435231,50.822325604082295,1000,0,0,Ixelles,299000,3737,1,DUPLEX,5,1,66,1,0,0,1,14,1,14,2,0,1,1
4625,5.7415202000238965,49.68523319258533,6700,1,4,Arlon,420000,150,0,HOUSE,6,5,300,0,0,0,1,15,1,2500,4,0,0,0
4626,4.431541527426499,50.84789153612173,1200,0,0,Woluwe-Saint-Lambert,550000,4074,1,APARTMENT,5,3,135,1,0,0,1,14,0,0,2,0,1,1
4628,4.361370487792108,50.78987082854528,1180,0,0,Uccle,645000,3794,1,APARTMENT,5,4,170,1,0,0,1,8,0,0,2,1,0,1
4629,4.293920189965437,50.86465279974552,1082,0,0,Berchem-Sainte-Agathe,259000,931,1,GROUND_FLOOR,6,2,88,0,0,0,1,40,1,190,2,0,1,1
4630,5.535060559845203,50.629837917805894,4420,1,7,Saint-Nicolas,295000,862,0,MIXED_USE_BUILDING,3,6,242,0,0,0,1,30,1,100,2,0,0,0
4632,4.468101716569333,51.03007676437425,2800,2,8,Mechelen,398000,2300,0,HOUSE,6,3,119,0,0,0,1,7,1,54,2,0,0,0
4633,3.331958012765075,51.346651571344495,8300,2,10,Knokke-Heist,479000,6652,1,APARTMENT,6,2,72,0,0,0,1,5,0,0,2,0,0,1
4634,4.561792200549251,51.13160180554329,2500,2,8,Lier,299000,2990,1,APARTMENT,6,2,100,0,0,0,1,8,0,0,2,0,0,0
